Plant name;Common name (English);Origin;Classification;Diameter;Height;Colors (leaf);Colors (flower);Colors (bract);Colors (fruit);Planting period;Growth period;Blooming period;Fruiting period;Tags;Sunlight;Watering;Fertilizing;Pruning;Soil;Soil moisture MIN (%);Soil moisture MAX (%);Soil conductivity MIN (μs/cm);Soil conductivity MAX (μs/cm);Soil PH MIN;Soil PH MAX;Temperature MIN (℃);Temperature MAX (℃);Humidity MIN (%RH);Humidity MAX (%RH);Light MIN (lux);Light MAX (lux);Light MIN (mmol);Light MAX (mmol);
Chlorophytum comosum 'Variegatum';spider plant;Africa;Liliaceae,Chlorophytum;≥10;≥15;56;144;;;;spring,autumn;;;;46,64;1-2;,5;5,0;1;8;15;60;300;1500;0;0;10;32;30;85;500;30000;1600;2700
Chlorophytum comosum;spider plant;Africa;Liliaceae,Chlorophytum;≥10;≥15;56,110,147;144;;;;spring,autumn;;;;46,64;1-2;,5;5,0;1;8;15;60;200;1300;0;0;10;32;30;85;500;30000;1600;2700
Chondropetalum tectorum;;Australia;Restionaceae,Leptocarpus;≥10;15-18;;140;;;;;;4-7;9-11;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3500;30000;2500;4500
Chrysanthemum carinatum;;China;Compositae,Dendranthema;≥10;15-18;;;;;;;;9-11;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Chrysanthemum coccineum;;China;Compositae,Tanacetum;≥10;15-18;;120,119,144;;;;;;5-10;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Chrysanthemum indicum;;South Africa;Compositae,Gerbera;≥10;≥15;;52;;;;;;6-11;;;3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Chrysanthemum lavandulifolium;;South Africa;Compositae,Gerbera;≥10;≥15;;146;;;;;;5-11;;;3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Chrysanthemum morifolium;;Zhejiang;Compositae,Chrysanthemum;≥10;15-18;;144;;;;;;9-11;;64;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Chrysanthemum nipponicum;;China;Compositae,Leucanthemum;≥10;15-18;;144,146;;;;;;5-10;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Chrysogonum virginianum;;China;Compositae,Chrysogonum;≥10;15-18;;146;;;;;;5-8;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Chrysopogon zizanioides;;India;Gramineae,Vetiveria;≥10;15-18;;144;;;;;;8-10;8-10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;3700;50000;3500;5000
Cicer arietinum;;Western Asia and Near East;Leguminosae,Cicer;≥10;;;144,42,96;;82;;;;6-7;8-9;33;4;2,6;0,0;1;8;20;65;100;2200;6;7;10;35;30;80;3800;100000;4300;17000
Cichorium endivia;;Europe;Compositae,Cichorium;≥10;≥15;56;90;;;;;;5-12;5-12;;2-3;3,6;6,0;1;0;15;60;350;2000;6.1;7;10;35;30;80;3500;40000;3200;7000
Cinnamomum bodinieri;;Southern China,Southwestern China;Lauraceae,Cinnamomum;≥20;20-30;;110;;29;;;;4-5;8-11;;2-4;2;12,128;1;1;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Cinnamomum camphora;;Southern China,Southwestern China;Lauraceae,Cinnamomum;≥20;20-30;;110;;29;;;;4-5;8-11;;2-4;2;12,128;1;1;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Cinnamomum kotoense;;China Taiwan;Lauraceae,Cinnamomum;≥20;≥30;83;;;;;;;;;46;2;3,6;6,0;1;8;15;60;350;2000;6.1;7;10;32;30;80;600;25000;1400;3400
Cinnamomum zeylanicum;;Sri Lanka;Lauraceae,Cinnamomum;≥0.6;≥1000;;146;;8;;;;1-3;8;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3700;50000;3500;5000
Cirsium japonicum Fisch.;;China;Compositae,Cirsium;≥10;≥15;;119;;;;;;summer,autumn;;;2;2,6;6,0;1;19;15;60;350;2000;0;0;8;35;30;80;2000;7000;1500;3500
Cirsium japonicum;;Asia;Compositae,Cirsium;≥20;20-30;;120,119;;;;;;4-11;4-11;;2-4;2,6;0,64;0;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Cirsium vulgare;;Asia;Compositae,Cirsium;≥20;20-30;;120,119,142;;;;;;4-11;4-11;;2-4;2,6;0,64;0;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Cissus antarctica;;China;Vitaceae,Cissus;≥10;15-18;;144;;;;;;7-10;11-5;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;10;32;30;80;1200;20000;2000;4000
Cissus kerrii;;China;Vitaceae,Cissus;≥10;15-18;;146;;;;spring,autumn;;6-8;9-10;;2;2,6;7,0;129;6;15;60;350;2000;0;0;10;32;30;80;1200;20000;2000;4000
Cissus rhombifolia;;United States;Vitaceae,Cissus;≥20;20-30;;146;;;;;;6-8;;;2-3;;6,144;1;19;15;60;350;2000;0;0;8;32;30;80;1500;6000;1200;2500
Cissus sicyoides;;Tropical America;Vitaceae,Cissus;≥10;≥10;;110;;;;spring,autumn;;7-10;11-5;69;2-3;2,6;7,0;129;6;15;60;350;2000;0;0;10;32;30;80;1500;35000;2000;5500
Cistus ladanifer;;Europe;Cistaceae,Cistus;≥20;15-20;;144;;;;;;3;;;4;4;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;30000;2500;4500
Cistus monspeliensis;;China;Rosaceae,Rosa;≥10;≥10;;144;;;;spring;;5-9;;;3-4;2,6;5,0;1;19;17;60;400;2000;0;0;8;35;30;80;3000;65000;4300;8900
Cistus × pulverulentus;;China;Rosaceae,Rosa;≥10;≥10;;144;;;;spring;;5-9;;;3-4;2,6;5,0;1;19;17;60;400;2000;0;0;8;35;30;80;3000;65000;4300;8900
Citru spp.;;China;Rutaceae,Citrus;≥15;≥25;;144;;146;;;;4-5;10-12;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;6;35;30;80;4000;65000;4300;8600
Citrullus lanatus;;Africa;Cucurbitaceae,Citrullus;25-35;;;146;;56,26,146;;;;4-7;7-9;33;4;2,6;6,0;1;19;22;65;200;2500;6;7;10;40;30;80;4200;120000;5500;23000
Citrus japonica;;China;Rutaceae,Citrus;≥50;50-130;;144;;52;;;;4-9;10-3;;2-3;2,6;5,0;1;8;15;60;350;2000;0;0;6;35;30;80;4000;65000;4300;8600
Cladrastis spp.;;South Eastern Asia and eastern North America;Leguminosae,Cladrastis;≥15;≥25;;144;;128;;;;5-7;8-9;;4;2,6;6,0;2;19;15;60;350;2000;0;0;5;35;30;80;3500;60000;4000;6000
Clarkia pulchella;;United States;Onagraceae,Clarkia;≥10;15-18;;96;;;;;;8-9;8-9;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3500;30000;2500;4500
Clausena lansium;;China;Rutaceae,Clausena;;≥1200;;144;;52;;;;4-5;7-9;;2-4;2,6;5,0;1;8;20;60;100;2500;0;0;5;35;30;80;3800;85000;4300;9500
Cleistocactus strausii;;Mexico;Cactaceae,Cleistocactus;≥10;≥15;;56;;82,106,59;;spring,summer,autumn;;;;35;4;2,6;7,0;1;18;7;50;100;1000;0;0;8;35;15;80;3000;100000;3500;8700
Clematis alpina;;Asia;Ranunculaceae,Clematis;≥10;≥15;;119;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis armandii;;China Taiwan;Lardizabalaceae,Clematis;≥10;≥15;;119,84,144;;12,8;;;;4-5;6-8;;2-3;3,6;6,0;2;8;15;60;350;2000;6.1;7;5;32;30;80;3500;20000;2000;4000
Clematis chrysocoma;;Asia;Ranunculaceae,Clematis;≥10;≥15;;119,59,144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis cirrhosa;;Asia;Ranunculaceae,Clematis;≥10;≥15;;96;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis flammula;;Asia;Ranunculaceae,Clematis;≥10;≥15;;96;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis florida;;Asia;Ranunculaceae,Clematis;≥10;≥15;;119,59,144;;;;spring,autumn;;1-4;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis lanuginosa;;Asia;Ranunculaceae,Clematis;≥10;≥15;;119;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis macropetala;;Asia;Ranunculaceae,Clematis;≥10;≥15;;144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis montana 'Rubens';;Asia;Saxifragaceae,Hydrangea;≥10;≥10;;59;;;;spring;;6-8;;;2-3;2,5,6;6,0;1;19;20;60;350;2000;0;0;6;35;30;80;1000;30000;1800;4000
Clematis montana;;Asia;Ranunculaceae,Clematis;≥10;≥10;;144;;;;spring;;4-6;;;3-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Clematis napaulensis;;Asia;Ranunculaceae,Clematis;≥10;≥15;;144,119;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis orientalis;;Asia;Ranunculaceae,Clematis;≥10;≥15;;146;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis paniculata;;Asia;Ranunculaceae,Clematis;≥10;≥15;;144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis patens;;Asia;Ranunculaceae,Clematis;≥10;15-18;;144,82;;;;;;5-6;6-7;;4;2,6;6,256;1;19;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Clematis recta;;Asia;Ranunculaceae,Clematis;≥10;≥15;;144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis tangutica;;Asia;Ranunculaceae,Clematis;≥10;≥15;;146;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis terniflora;;Asia;Ranunculaceae,Clematis;≥10;≥15;;119,59,144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis virginiana;;Asia;Ranunculaceae,Clematis;≥10;≥15;;119,59,144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis vitalba;;Asia;Ranunculaceae,Clematis;≥10;≥15;;144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Clematis viticella;;Asia;Ranunculaceae,Clematis;≥10;≥15;;119,59,144;;;;spring,autumn;;1-2;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;6;35;30;80;1800;45000;3500;8000
Cleome hassleriana;;Tropical Americas;Capparaceae,Cleome;≥10;≥15;56;59,144;;;;;;9-10;9-10;;4;2,6;6,0;1;19;15;60;350;2000;0;0;8;32;30;80;4000;30000;2500;4500
Clerodendrum bungei;;Tropical South America;SubFam.Viticoidaeae,Clerodendrum;≥10;≥15;;119,59;;;;spring;;7-9;;;2-3;2,6;7,0;1;19;15;60;350;2000;0;0;8;32;30;80;2500;30000;2500;4500
Clerodendrum japonicum;;Asia;Verbenaceae,Clerodendrum;≥10;15-18;;120;;;;;;5-11;5-11;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;5;32;30;80;1500;6000;1200;2500
Clerodendrum myricoides;;Tropical and subtropical areas;Verbenaceae,Clerodendrum;≥20;20-30;;144,82;;61;;;;6-2;6-2;;2-3;4;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;20000;2000;4000
Clerodendrum philippinum 'simplex';;China;Verbenaceae,Clerodendrum;≥10;≥15;;144,140;;;;spring,autumn;;5-11;5-11;;2-3;2,6;7,0;1;19;15;60;350;2000;0;0;8;35;30;80;3000;55000;3200;6000
Clerodendrum quadriloculare;;Philippines;Verbenaceae,Clerodendrum;≥20;≥25;;75;;;;spring,autumn;;6-11;;;2-4;2,6;7,0;129;6;20;60;150;2000;0;0;5;35;30;80;2500;70000;2800;7500
Clerodendrum thomsoniae;;Tropical Western Africa;Verbenaceae,Clerodendrum;≥10;≥15;;33;;;;spring,summer;;3;;;2-3;2,6;6,2;1;8;15;60;350;2000;0;0;8;35;30;80;2500;38000;3000;6600
Clerodendrum trichotomum;;China;Verbenaceae,Clerodendrum;≥20;20-30;;110,96;;;;;;6-11;6-11;;2-4;2,6;0,64;1;19;15;60;350;2000;0;0;10;35;30;80;3700;50000;3500;5000
Clethra alnifolia;;Asia;Clethraceae,Clethra;≥20;≥25;56;;;;;;;7-8;9-10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3500;30000;2500;4500
Clethra barbinervis;;Asia;Clethraceae,Clethra;≥20;≥25;56;;;;;;;7-8;9-10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3500;30000;2500;4500
Clianthus puniceus;;Hainan;Leguminosae,Sarcodum;≥10;15-18;;96;;87;;;;4-5;7-8;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;3700;50000;3500;5000
Clitoria ternatea;;Indonesia;Fabaceae,Clitoria;≥10;;;61,59,144;;;;;;7-11;7-11;33;4;2,6;0,0;1;8;20;65;100;2200;6;7;10;35;30;80;3800;100000;4300;17000
Clivia miniata;;Africa;Amaryllidaceae,Clivia;≥10;≥15;;107,146,144,120;;;;spring,autumn;;1-2;;;2-3;2,6;6,0;1;19;15;60;350;2000;0;0;10;32;30;85;1500;25000;2000;4000
Clusia rosea;;Tropical regions;Clusiaceae,Clusia;≥10;≥15;56;144;;;;;;;;46;3;2,6;7,0;1;19;20;65;100;2000;0;0;10;35;30;80;1000;28000;1200;3500
Cobaea scandens;;Americas;Polemoniaceae,Cobaea;≥10;15-18;;45,119,147;;;;;;6-8;;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;10;35;30;80;3700;20000;2000;4000
Coccoloba uvifera;;Americas;Vitaceae,Coccoloba;≥10;;;56,144;;8,119;;;;7-8;9-10;33;4;2,6;5,0;512;8;15;60;350;2000;0;0;10;35;30;80;4000;80000;4000;8000
Cocculus laurifolius;;Asia;Menispermaceae,Cocculus;≥20;20-30;;82;;120,96;;;;4-11;4-11;;2-3;2,6;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;20000;2000;4000
Cocculus orbiculatus;;Asia;Menispermaceae,Cocculus;≥20;20-30;;82;;120,96;;;;4-11;4-11;;2-3;2,6;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;20000;2000;4000
Cocos nucifera;;South Eastern Asia,Indonesia,Pacific Islands;Palmae,Cocos;≥15;≥20;;82;;82,56;;;;7-9;10-3;;4;3,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;4000;75000;4000;8300
Codariocalyx motorius;;Asia;Leguminosae,Codariocalyx;≥5;15-20;;96;;;;spring;;7-9;;;2-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;30;30;80;3700;60000;4000;6000
Codiaeum variegatum;croton;Malaysia,Pacific Ocean areas;Euphorbiaceae,Codiaeum;≥15;≥25;83,144,55,120,140,33,119,146,106;;;;;;;9-10;;;2-4;,6;6,0;1;0;15;60;350;2000;0;0;5;32;30;80;4000;30000;2500;4500
Coffea arabica;;Eastern Africa;Rubiaceae,Coffea;≥20;15-20;;144;;120;;;;3-5;12-2;;2-3;4;0,64;0;19;15;60;350;2000;0;0;10;32;30;80;3700;20000;2000;4000
Coffea liberica;;Africa;Rubiaceae,Coffea;≥15;≥25;;144;;120;;;;3-4;;;3;2,6;7,0;1;19;15;60;350;2000;0;0;10;32;30;80;3700;55000;3200;6400
Colocasia esculenta;;China,India,Malay Peninsula;Araceae,Colocasia;≥20;20-30;;;82,144;;;;;2-4;8-9;;2-4;3;0,64;1;0;30;80;150;2500;0;0;8;37;30;80;2000;95000;3000;15000
Commelinaceae;;Mexico;Commelinaceae,Commelina;≥10;≥15;;45,144;;;;;;5-9;6-11;;2;2,6;6,0;1;19;15;60;350;2000;0;0;10;32;30;80;500;23000;2000;3400
Comptonia peregrina;;China;Myricaceae,Comptonia;≥25;≥30;;33;;33,96;;;;4;7-9;;2-3;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;32;30;80;4000;20000;2000;4000
Conophytum bilobum;;Africa;Aizoaceae,Conophytum;≥3;≥3;30;146;;;;;;summer,autumn;;34;3;;0,0;129;18;10;50;50;1000;0;0;8;35;15;80;2200;75000;2800;8500
Conophytum burgeri;;South Africa;Aizoaceae,Conophytum;≥2;≥5;110,120;96;;;;spring,autumn;;;;34;2-4;,6;8,0;1;18;7;50;300;1000;0;0;5;35;15;80;3500;60000;4000;6000
Conophytum calculus;;South Africa;Aizoaceae,Conophytum;≥2;≥5;56;146;;;;spring,autumn;;;;34;2-3;,6;8,0;1;18;10;55;50;1000;0;0;5;35;15;80;2000;65000;2500;6800
Conophytum pellucidum;;South Africa;Aizoaceae,Conophytum;≥2;≥5;56,120;144,59;;;;spring,autumn;;;;34;3-4;,6;8,0;1;18;10;55;50;1000;0;0;5;35;15;80;3500;80000;3200;8600
Conophytum ratum;;South Africa;Aizoaceae,Conophytum;≥2;≥5;56,120;144;;;;spring,autumn;;;;34;3-4;,6;8,0;1;18;10;55;50;1000;0;0;5;35;15;80;3000;70000;3000;7500
Conophytum spp.;;South Africa;Aizoaceae,Conophytum;≥3;≥3;30;146,119,59;;;;;;autumn;;34;3;;0,0;129;18;10;50;50;1000;0;0;5;35;15;80;3000;90000;3000;9200
Conophytum vanzylii;;Africa;Aizoaceae,Conophytum;≥3;≥3;30;146,144,59;;;;;;summer,autumn;;34;2-3;;0,0;129;18;10;50;50;1000;0;0;5;35;15;80;3000;95000;3200;9000
Convallaria majalis;muguet;China;Liliaceae,Convallaria;≥10;≥15;;144,45,59;;;;spring,autumn;;5-6;;67;2;2,6;7,0;1;19;15;60;350;2000;0;0;5;35;30;80;3000;20000;2000;4000
Convolvulus althaeoides;;North America,Europe,Indonisia,Australia,New Zealand;Convolvulaceae,Calystegia;≥10;15-18;;140,59,144;;56;;;;5-7;7-8;;2-3;4;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;50000;3500;5000
Convolvulus cneorum;;Mediterranean region;Convolvulaceae,Convolvulus;≥10;15-18;;140,144;;;;;;5-7;7-8;;2-3;4;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;50000;3500;5000
Convolvulus sabatius;;Mediterranean region;Convolvulaceae,Convolvulus;≥10;15-18;;45;;;;;;5-7;7-8;;2-3;4;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;50000;3500;5000
Convolvulus tricolor;;Mediterranean region;Convolvulaceae,Convolvulus;≥10;15-18;;;;144,120,45;;;;5-7;7-8;;2-3;4;0,64;1;19;15;60;350;2000;0;0;8;32;30;80;3700;50000;3500;5000
Copiapoa cinerea;;South America;Cactaceae,Copiapoa;≥5;≥3;;56;;82,106,59;;spring,summer,autumn;;;;35;3-4;2,6;7,0;1;18;7;50;100;1000;0;0;5;35;15;80;3000;100000;3500;8700
Cordia sebestena;;China;Boraginaceae,Cordia;≥20;≥25;;144;;146,120;;;;2-4;6-8;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Cordyline australis;;Asia;Agavaceae,Cordyline;≥15;≥25;56;;;;;;;;;46;2;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;8;32;30;80;3000;10000;2000;3500
Cordyline fruticosa;;Asia;Agavaceae,Cordyline;≥15;≥25;56;140;;;;;;;;46;2;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;5;32;30;80;3000;10000;2000;3500
Cordyline indivisa;;Asia;Agavaceae,Cordyline;≥15;≥25;56,146;;;;;;;;;46;2;2,6;6,0;1;8;15;60;350;2000;5.5;6.5;8;32;30;80;3000;10000;2000;3500
Coreopsis auriculata;;China;Compositae,Coreopsis;≥10;15-18;;146;;;;;;9-11;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Coreopsis grandiflora;;China;Compositae,Coreopsis;≥10;15-18;;146;;;;;;9-11;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Coreopsis lanceolata;;China;Compositae,Coreopsis;≥10;15-18;;146;;;;;;9-11;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Coreopsis rosea;;China;Compositae,Coreopsis;≥10;15-18;;59;;;;;;9-11;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Coreopsis verticillata;;United States;Compositae,Coreopsis;≥10;15-18;;146;;;;;;9-11;;;2-3;4;6,0;1;19;20;60;350;2000;0;0;8;32;15;80;3000;55000;3200;6400
Coriandrum sativum;;Mediterranean coastal areas;Umbelliferae,Coriandrum;≥10;≥15;56;144,90;;;;;;4-11;4-11;;2-4;3,6;6,0;1;19;25;65;100;2000;5;7;5;35;30;80;2800;85000;3200;8200
Cornus alba 'Bud's yellow';;China;Cornaceae,Swida;≥10;15-18;;144;;98,70;;;;4-6;7-9;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Cornus alba;;China;Cornaceae,Swida;≥10;15-18;;144;;98,70;;;;6-7;8-10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Cornus alternifolia;;China;Cornaceae,Cornus;≥20;≥20;;146;;120;;;;3-4;9-10;;4;4;0,64;4;6;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Cornus canadensis;;China;Cornaceae,Swida;≥10;15-18;;144;;98,70;;;;6-7;8-10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Cornus controversa;;China,Japan,Korea;Cornaceae,Bothrocaryum;≥20;≥25;;144;;96,44;;;;5-6;7-8;;2-4;2,6;5,2;1;8;15;60;350;2000;0;0;5;32;30;80;3500;20000;2000;4000
Cornus florida;;China;Cornaceae,Cornus;≥20;15-20;;146,144;;120;;;;3-4;9-10;;4;4;0,64;4;6;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Cornus kousa 'chinensis';;China;Cornaceae,Swida;≥20;≥25;;144;;;;;;6-7;8-9;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Cornus kousa;;China;Cornaceae,Dendrobenthamia;≥15;≥25;;82;;120;;;;5-6;9-10;;2-3;2,6;6,0;1;8;15;60;350;2000;0;0;8;32;30;80;4000;30000;2500;4500
Cornus mas;;China;Cornaceae,Cornus;≥20;15-20;;146,144;;120;;;;3-4;9-10;;4;4;0,64;4;6;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Cornus officinalis;;China;Cornaceae,Cornus;≥20;15-20;;146;;120,146;;;;3-4;9-10;;4;4;0,64;4;6;15;60;350;2000;0;0;8;35;30;80;3700;30000;2500;4500
Cornus racemosa 'Salvin's Dwarf';;China;Cornaceae,Swida;≥20;≥25;;144;;;;;;6-7;8-9;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Cornus sanguinea 'Arctic Sun';;China;Cornaceae,Swida;≥10;15-18;;144;;98,70;;;;6-7;8-10;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Cornus stolonifera;;China;Cornaceae,Swida;≥20;≥25;;144;;;;;;6-7;8-9;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;5;35;30;80;3700;60000;4000;6000
Coronilla glauca;;Mediterranean region;Leguminosae,Coronilla;≥10;15-18;;75;;;;;;6-7;;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Coronilla varia;;Mediterranean region;Leguminosae,Coronilla;≥10;15-18;;75;;;;;;6-7;;;3-4;2,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;3700;60000;4000;6000
Cortaderia selloana;;Argentina;Gramineae,Cortaderia;≥20;20-30;;145;;;;;;9-10;;;4;2,6;0,64;1;19;15;60;350;2000;0;0;5;35;30;80;3700;50000;3500;5000
Corydalis edulis;;China;Papaveraceae,Corydalis;;;;142,119;;;;;;4-5;;;2-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Corydalis flexuosa;;China;Papaveraceae,Corydalis;;;;45,142;;;;;;4-5;;;2-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Corydalis lutea;;China Xingjiang,Central Asia,Europe;Papaveraceae,Corydalis;≥20;20-30;;82,84,144;;;;;;6-8;6-8;;2-3;2,6;0,64;1;19;15;60;350;2000;0;0;10;32;30;80;3700;20000;2000;4000
Corydalis solida;;China;Papaveraceae,Corydalis;;;;119,142;;;;;;4-5;;;2-4;2,6;6,0;1;19;15;60;350;2000;0;0;5;35;30;80;3700;30000;2500;4500
Corylopsis pauciflora;;China;Hamamelidaceae,Corylopsis;≥20;≥25;;146;;56;;;;3-4;9-10;;3-4;2,6;5,2;1;8;15;60;350;2000;5.5;6.5;8;35;30;80;3700;60000;4000;6000
Corylopsis sinensis;;China;Hamamelidaceae,Corylopsis;≥20;≥25;;146;;56;;;;3-4;9-10;;3-4;2,6;5,2;1;8;15;60;350;2000;5.5;6.5;8;35;30;80;3700;60000;4000;6000
Corylopsis spicata;;China;Hamamelidaceae,Corylopsis;≥20;≥25;;146;;56;;;;3-4;9-10;;3-4;2,6;5,2;1;8;15;60;350;2000;5.5;6.5;8;35;30;80;3700;60000;4000;6000
Corylus americana;;Europe;Betulaceae,Corylus;≥15;≥25;;53;;12;;;;3-5;9-11;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;60000;4000;6000
Corylus avellana;;Europe;Betulaceae,Corylus;≥15;≥25;;53;;12;;;;3-5;9-11;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;60000;4000;6000
Corylus colurna;;Europe;Betulaceae,Corylus;≥15;≥25;;53;;12;;;;3-5;9-11;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;60000;4000;6000
Corylus cornuta;;Europe;Betulaceae,Corylus;≥15;≥25;;53;;12;;;;3-5;9-11;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;60000;4000;6000
Corylus maxima;;Europe;Betulaceae,Corylus;≥15;≥25;;53;;12;;;;3-5;9-11;;4;3,6;6,0;1;8;15;60;350;2000;0;0;8;35;30;80;4000;60000;4000;6000
